Temp_Celcius,Synthesis_Duration_h,Scale_synthesis_ml,Precurcor_conc_mM,Capping agent concentration_mg/mL,Reducing agent quantity mL,UVVIs PEAKS nm,core size (nm),exposure dose concentration mg/mL,Exposure duration  (h),Bacteria reduction mm,Process_encoded,Steps_encoded,External_energy_encoded,Stirring_encoded,NEW_Capping agent_encoded,NEW_capping agent_Class_encoded,NEW_reducing agent_encoded,NEW_reducing agent_class_encoded,Order of reagent_CODE_encoded,treatment_encoded,shape_encoded,Method of determination_size_encoded,bacterial  Culture medium_encoded,bacterial  Species_encoded
60.0,48.0,200.0,10.0,100.0,20.0,445.0,40.45,0.75,24.0,13.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Campylobacter,Candida,Bacillus,Aspergillus,Staphylococcus
60.0,48.0,200.0,10.0,100.0,20.0,445.0,40.45,0.25,24.0,7.5,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Campylobacter,Candida,Bacillus,Aspergillus,Bacillus
60.0,48.0,200.0,10.0,100.0,20.0,445.0,40.45,0.5,24.0,10.5,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Campylobacter,Candida,Bacillus,Aspergillus,Pseudomonas
60.0,48.0,200.0,10.0,100.0,20.0,445.0,40.45,0.75,24.0,12.5,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Campylobacter,Candida,Bacillus,Aspergillus,Pseudomonas
60.0,48.0,200.0,10.0,100.0,20.0,445.0,40.45,0.25,24.0,8.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Campylobacter,Candida,Bacillus,Aspergillus,Escherichia coli
60.0,48.0,200.0,10.0,100.0,20.0,445.0,40.45,0.25,24.0,7.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Campylobacter,Candida,Bacillus,Aspergillus,Salmonella
60.0,48.0,200.0,10.0,100.0,20.0,445.0,40.45,0.5,24.0,8.5,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Campylobacter,Candida,Bacillus,Aspergillus,Salmonella
60.0,48.0,200.0,10.0,100.0,20.0,445.0,40.45,0.75,24.0,10.5,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Campylobacter,Candida,Bacillus,Aspergillus,Salmonella
60.0,48.0,200.0,10.0,100.0,20.0,445.0,40.45,1.0,24.0,12.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Campylobacter,Candida,Bacillus,Aspergillus,Salmonella
25.0,4.0,70.0,7.0,91.0,10.0,430.0,25.0,0.09,24.0,11.0,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Enterococcus
25.0,4.0,80.0,7.0,91.0,9.0,430.0,25.0,0.01125,24.0,11.2,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Pseudomonas
25.0,4.0,80.0,7.0,91.0,9.0,430.0,25.0,0.01125,24.0,6.9,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Pseudomonas
25.0,4.0,100.0,7.0,91.0,10.0,430.0,25.0,0.09,24.0,15.6,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Acinetobacter
25.0,4.0,62.0,7.0,91.0,10.0,430.0,25.0,0.045,24.0,14.4,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Acinetobacter
25.0,4.0,48.0,7.0,91.0,9.0,430.0,25.0,0.0225,24.0,10.9,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Acinetobacter
25.0,4.0,66.0,7.0,91.0,10.0,430.0,25.0,0.045,24.0,13.9,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Acinetobacter
25.0,4.0,48.0,7.0,91.0,9.0,430.0,25.0,0.01125,24.0,11.0,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Acinetobacter
25.0,24.0,139.0,1.1,15.24,100.0,406.0,9.0,0.11628,24.0,9.5,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Pseudomonas
25.0,24.0,124.0,1.1,10.360000000000001,100.0,405.0,14.0,0.11272,24.0,10.5,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Escherichia coli
25.0,24.0,142.0,6.0,0.08,44.0,418.0,24.0,0.62133,24.0,34.5,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Staphylococcus
25.0,24.0,162.0,6.0,0.08,8.0,412.0,30.0,0.59544,24.0,26.5,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Escherichia coli
25.0,24.0,124.0,6.0,0.08,8.0,412.0,30.0,0.59544,24.0,29.5,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Staphylococcus
25.0,12.0,10.0,1.5,100.0,1.0,420.0,27.17,0.15,24.0,9.65,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Escherichia coli
25.0,12.0,10.0,1.5,100.0,1.0,420.0,27.17,0.15,24.0,22.67,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Escherichia coli
60.0,48.0,200.0,10.0,100.0,20.0,445.0,40.45,1.0,24.0,15.75,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Campylobacter,Candida,Bacillus,Aspergillus,Staphylococcus
60.0,48.0,200.0,10.0,100.0,20.0,445.0,40.45,0.75,24.0,11.25,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Campylobacter,Candida,Bacillus,Aspergillus,Bacillus
60.0,48.0,200.0,10.0,100.0,20.0,445.0,40.45,1.0,24.0,13.25,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Campylobacter,Candida,Bacillus,Aspergillus,Escherichia coli
25.0,4.0,80.0,7.0,91.0,9.0,430.0,25.0,0.045,24.0,12.3,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Pseudomonas
25.0,24.0,164.0,1.1,15.24,100.0,406.0,9.0,0.11628,24.0,11.6,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Staphylococcus
25.0,24.0,86.0,1.1,15.24,100.0,405.0,14.0,0.11272,24.0,11.6,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Staphylococcus
25.0,24.0,124.0,6.0,0.08,11.0,412.0,30.0,0.59544,24.0,19.6,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Pseudomonas
25.0,48.0,106.0,2.0,250.0,11.0,408.0,19.4,0.5,24.0,16.63,Acinetobacter,Actinomycetes,Aspergillus,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Actinomycetes,Calcateuticals anitratus,Candida,Aeromonas,Acinetobacter
25.0,12.0,10.0,1.5,100.0,1.0,420.0,27.17,0.15,24.0,21.8,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Pseudomonas
25.0,12.0,10.0,1.5,100.0,1.0,420.0,27.17,0.15,24.0,29.77,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Pseudomonas
25.0,24.0,100.0,1.0,15.0204,100.0,440.0,19.04,156.022,24.0,16.69,Aeromonas,Actinomycetes,Aspergillus,Aeromonas,Calcateuticals anitratus,Agrobacterium tumefaciens,Bacillus,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Calcateuticals anitratus,Candida,Acinetobacter,Staphylococcus
24.0,2.5,105.0,1.0,100.0,13.0,430.0,17.4,0.5,24.0,6.8,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Campylobacter,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
25.0,4.0,110.0,7.0,91.0,6.0,430.0,25.0,0.18,24.0,19.1,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Pseudomonas
25.0,4.0,80.0,7.0,91.0,6.0,430.0,25.0,0.045,24.0,15.9,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Pseudomonas
25.0,4.0,82.0,7.0,91.0,9.0,430.0,25.0,0.01125,24.0,9.3,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Acinetobacter
25.0,4.0,100.0,7.0,91.0,10.0,430.0,25.0,0.18,24.0,17.6,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Acinetobacter
25.0,24.0,162.0,6.0,0.08,45.0,418.0,24.0,0.62133,24.0,32.7,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Escherichia coli
60.0,48.0,200.0,10.0,100.0,20.0,445.0,40.45,1.0,24.0,13.43,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Campylobacter,Candida,Bacillus,Aspergillus,Bacillus
60.0,48.0,200.0,10.0,100.0,20.0,445.0,40.45,1.0,24.0,14.09,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Campylobacter,Candida,Bacillus,Aspergillus,Pseudomonas
25.0,4.0,70.0,7.0,91.0,10.0,430.0,25.0,0.36,24.0,13.1,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Enterococcus
25.0,4.0,110.0,7.0,91.0,6.0,430.0,25.0,0.09,24.0,18.3,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Pseudomonas
25.0,4.0,80.0,7.0,91.0,6.0,430.0,25.0,0.18,24.0,15.9,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Pseudomonas
25.0,4.0,100.0,7.0,91.0,10.0,430.0,25.0,0.09,24.0,16.5,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Acinetobacter
25.0,48.0,106.0,4.0,250.0,10.0,408.0,19.4,0.5,24.0,18.85,Acinetobacter,Actinomycetes,Aspergillus,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Actinomycetes,Calcateuticals anitratus,Candida,Aeromonas,Acinetobacter
100.0,2.0,20.0,1.5,24.4,10.0,420.0,10.0,0.08,24.0,12.85,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Bacillus
100.0,2.0,20.0,1.5,24.4,10.0,420.0,10.0,0.04,24.0,12.85,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Bacillus
100.0,2.0,20.0,1.5,24.4,10.0,420.0,10.0,0.02,24.0,12.85,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Bacillus
100.0,2.0,20.0,1.5,24.4,10.0,420.0,10.0,0.005,24.0,12.85,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Bacillus
25.0,4.0,70.0,7.0,91.0,10.0,430.0,25.0,0.36,24.0,12.9,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Enterococcus
25.0,4.0,70.0,7.0,91.0,10.0,430.0,25.0,0.18,24.0,12.2,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Enterococcus
25.0,48.0,114.0,2.0,250.0,12.0,400.0,18.0,0.5,24.0,20.92,Acinetobacter,Actinomycetes,Aspergillus,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Actinomycetes,Calcateuticals anitratus,Candida,Aeromonas,Pseudomonas
60.0,4.0,11.0,5.0,10.0,1.0,430.0,56.0,0.5,24.0,14.2,Acinetobacter,Actinomycetes,Actinomycetes,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Bacillus,Acinetobacter,Providencia stuartii
25.0,24.0,144.0,1.1,15.24,100.0,406.0,9.0,0.11628,24.0,10.0,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Escherichia coli
25.0,24.0,86.0,1.1,15.24,100.0,405.0,14.0,0.11272,24.0,12.0,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Staphylococcus
25.0,24.0,162.0,6.0,0.08,44.0,418.0,24.0,0.62133,24.0,30.0,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Pseudomonas
25.0,24.0,124.0,6.0,0.08,46.0,412.0,30.0,0.59544,24.0,32.0,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Aspergillus,Aeromonas,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Staphylococcus
25.0,3.0,150.0,1.0,100.0,49.0,450.0,48.0,10.0,24.0,20.1,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Calcateuticals anitratus,Bacillus,Aspergillus,Salmonella
25.0,4.0,87.0,7.0,91.0,8.0,430.0,25.0,0.36,24.0,18.9,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Acinetobacter
80.0,2.0,20.0,1.5,40.0,10.0,420.0,10.0,0.08,24.0,18.2,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Staphylococcus
80.0,2.0,20.0,1.5,40.0,10.0,420.0,10.0,0.04,24.0,18.2,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Staphylococcus
80.0,2.0,20.0,1.5,40.0,10.0,420.0,10.0,0.02,24.0,18.2,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Staphylococcus
80.0,2.0,20.0,1.5,40.0,10.0,420.0,10.0,0.005,24.0,18.2,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Staphylococcus
25.0,3.0,150.0,1.0,100.0,49.0,450.0,48.0,10.0,24.0,19.2,Aspergillus,Actinomycetes,Aspergillus,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Calcateuticals anitratus,Bacillus,Aspergillus,Streptococcus
25.0,4.0,110.0,7.0,91.0,7.0,430.0,25.0,0.36,24.0,21.1,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Pseudomonas
25.0,4.0,100.0,7.0,91.0,10.0,430.0,25.0,0.18,24.0,17.5,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Acinetobacter
25.0,4.0,110.0,7.0,91.0,6.0,430.0,25.0,0.36,24.0,17.8,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Pseudomonas
121.0,0.25,100.0,1.0,1.0,10.0,410.0,7.56,0.015,24.0,19.0,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Staphylococcus
121.0,0.25,100.0,1.0,1.0,10.0,410.0,7.56,0.03,24.0,20.75,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Staphylococcus
121.0,0.25,100.0,1.0,1.0,10.0,410.0,7.56,0.03,24.0,28.25,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Escherichia coli
25.0,24.0,100.0,1.0,20.0102,100.0,440.0,11.2,306.002,24.0,14.54,Aeromonas,Actinomycetes,Aspergillus,Aeromonas,Calcateuticals anitratus,Agrobacterium tumefaciens,Bacillus,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Calcateuticals anitratus,Candida,Acinetobacter,Escherichia coli
25.0,4.0,87.0,7.0,91.0,8.0,430.0,25.0,0.36,24.0,18.5,Aspergillus,Actinomycetes,Aspergillus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Aspergillus,Acinetobacter
121.0,0.25,100.0,1.0,1.0,10.0,410.0,7.56,0.045,24.0,26.34,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Staphylococcus
121.0,0.25,100.0,1.0,1.0,10.0,410.0,7.56,0.015,24.0,18.34,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Escherichia coli
121.0,0.25,100.0,1.0,1.0,10.0,410.0,7.56,0.03,24.0,19.29,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Klebsiella
121.0,0.25,100.0,1.0,1.0,10.0,410.0,7.56,0.015,24.0,17.85,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Klebsiella
121.0,0.25,100.0,1.0,1.0,10.0,410.0,7.56,0.045,24.0,31.1,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Klebsiella
30.0,0.16,41.0,1.0,10.0,1.0,428.5,18.0,0.106,24.0,15.0,Aspergillus,Actinomycetes,Actinomycetes,Bacillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
30.0,0.16,41.0,1.0,10.0,1.0,428.5,18.0,0.106,24.0,15.0,Aspergillus,Actinomycetes,Actinomycetes,Bacillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aspergillus,Klebsiella
121.0,0.25,100.0,1.0,1.0,10.0,410.0,7.56,0.045,24.0,30.25,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Escherichia coli
121.0,0.25,100.0,1.0,1.0,10.0,410.0,5.36,0.03,24.0,12.25,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Pseudomonas
121.0,0.25,100.0,1.0,1.0,10.0,410.0,5.36,0.015,24.0,11.65,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Pseudomonas
121.0,0.25,100.0,1.0,1.0,10.0,410.0,5.36,0.045,24.0,13.65,Acinetobacter,Actinomycetes,Acinetobacter,Aeromonas,Actinomycetes,Agrobacterium tumefaciens,Acinetobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Candida,Acinetobacter,Pseudomonas
