Temp_Celcius,Synthesis_Duration_h,Scale_synthesis_ml,Precurcor_conc_mM,Capping agent concentration_mg/mL,Reducing agent quantity mL,UVVIs PEAKS nm,core size (nm),exposure dose concentration mg/mL,Exposure duration  (h),Bacteria reduction mm,Process_encoded,Steps_encoded,External_energy_encoded,Stirring_encoded,NEW_Capping agent_encoded,NEW_capping agent_Class_encoded,NEW_reducing agent_encoded,NEW_reducing agent_class_encoded,Order of reagent_CODE_encoded,treatment_encoded,shape_encoded,Method of determination_size_encoded,bacterial  Culture medium_encoded,bacterial  Species_encoded
25.0,0.17,40.0,1.0,25.0,20.0,280.0,18.0,0.108,36.0,19.0,Aspergillus,Actinomycetes,Bacillus,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Candida
25.0,0.17,40.0,1.0,25.0,20.0,280.0,14.0,0.108,21.0,9.0,Aspergillus,Actinomycetes,Bacillus,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Erwinia carotovora
25.0,0.17,40.0,1.0,25.0,20.0,280.0,14.0,0.108,21.0,12.3,Aspergillus,Actinomycetes,Bacillus,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Proteus
25.0,0.17,40.0,1.0,25.0,20.0,280.0,14.0,0.108,21.0,13.0,Aspergillus,Actinomycetes,Bacillus,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Klebsiella
25.0,0.17,40.0,1.0,25.0,20.0,280.0,14.0,0.108,21.0,11.0,Aspergillus,Actinomycetes,Bacillus,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Bacillus
25.0,0.17,40.0,1.0,25.0,20.0,280.0,14.0,0.108,21.0,8.0,Aspergillus,Actinomycetes,Bacillus,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Staphylococcus
25.0,0.17,40.0,1.0,25.0,20.0,280.0,14.0,0.108,36.0,9.0,Aspergillus,Actinomycetes,Bacillus,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Acinetobacter,Candida
80.0,3.0,10.0,100.0,20.0,7.0,436.0,4.5,1000.0,24.0,17.5,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aeromonas,Staphylococcus
80.0,3.0,10.0,100.0,20.0,7.0,436.0,4.5,500.0,24.0,13.8,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aeromonas,Staphylococcus
80.0,3.0,10.0,100.0,20.0,7.0,436.0,4.5,100.0,24.0,12.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aeromonas,Staphylococcus
80.0,3.0,10.0,100.0,20.0,7.0,436.0,4.5,1000.0,24.0,16.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aeromonas,Escherichia coli
80.0,3.0,10.0,100.0,20.0,7.0,436.0,4.5,500.0,24.0,11.5,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aeromonas,Escherichia coli
80.0,3.0,10.0,100.0,20.0,7.0,436.0,4.5,100.0,24.0,0.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Agrobacterium tumefaciens,Agrobacterium tumefaciens,Actinomycetes,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Aeromonas,Escherichia coli
200.0,0.017,52.0,9.3,2.0,5.0,419.0,35.0,0.02,24.0,10.0,Bacillus,Actinomycetes,Actinomycetes,Acinetobacter,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Actinomycetes,Bacillus,Campylobacter,Calcateuticals anitratus,Aeromonas,Escherichia coli
200.0,0.017,52.0,9.3,2.0,5.0,419.0,35.0,0.06,24.0,18.0,Bacillus,Actinomycetes,Actinomycetes,Acinetobacter,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Actinomycetes,Bacillus,Campylobacter,Calcateuticals anitratus,Aeromonas,Escherichia coli
200.0,0.017,52.0,9.3,2.0,5.0,419.0,35.0,0.1,24.0,22.0,Bacillus,Actinomycetes,Actinomycetes,Acinetobacter,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Actinomycetes,Bacillus,Campylobacter,Calcateuticals anitratus,Aeromonas,Escherichia coli
200.0,0.017,52.0,9.3,2.0,5.0,419.0,35.0,0.02,24.0,6.0,Bacillus,Actinomycetes,Actinomycetes,Acinetobacter,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Actinomycetes,Bacillus,Campylobacter,Calcateuticals anitratus,Aeromonas,Escherichia coli
200.0,0.017,52.0,9.3,2.0,5.0,419.0,35.0,0.06,24.0,12.0,Bacillus,Actinomycetes,Actinomycetes,Acinetobacter,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Actinomycetes,Bacillus,Campylobacter,Calcateuticals anitratus,Aeromonas,Escherichia coli
200.0,0.017,52.0,9.3,2.0,5.0,419.0,35.0,0.1,24.0,16.0,Bacillus,Actinomycetes,Actinomycetes,Acinetobacter,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Actinomycetes,Bacillus,Campylobacter,Calcateuticals anitratus,Aeromonas,Escherichia coli
200.0,0.0548,52.0,9.3,2.0,5.0,419.0,35.0,0.02,24.0,12.0,Bacillus,Actinomycetes,Actinomycetes,Acinetobacter,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Actinomycetes,Bacillus,Campylobacter,Calcateuticals anitratus,Aeromonas,Staphylococcus
200.0,0.0548,52.0,9.3,2.0,5.0,419.0,35.0,0.06,24.0,16.0,Bacillus,Actinomycetes,Actinomycetes,Acinetobacter,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Actinomycetes,Bacillus,Campylobacter,Calcateuticals anitratus,Aeromonas,Staphylococcus
200.0,0.0548,52.0,9.3,2.0,5.0,419.0,35.0,0.1,24.0,18.0,Bacillus,Actinomycetes,Actinomycetes,Acinetobacter,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Actinomycetes,Bacillus,Campylobacter,Calcateuticals anitratus,Aeromonas,Staphylococcus
200.0,0.0548,52.0,9.3,2.0,5.0,419.0,35.0,0.02,24.0,6.0,Bacillus,Actinomycetes,Actinomycetes,Acinetobacter,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Actinomycetes,Bacillus,Campylobacter,Calcateuticals anitratus,Aeromonas,Staphylococcus
200.0,0.0548,52.0,9.3,2.0,5.0,419.0,35.0,0.06,24.0,12.0,Bacillus,Actinomycetes,Actinomycetes,Acinetobacter,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Actinomycetes,Bacillus,Campylobacter,Calcateuticals anitratus,Aeromonas,Staphylococcus
200.0,0.0548,52.0,9.3,2.0,5.0,419.0,35.0,0.1,24.0,14.0,Bacillus,Actinomycetes,Actinomycetes,Acinetobacter,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Actinomycetes,Bacillus,Campylobacter,Calcateuticals anitratus,Aeromonas,Staphylococcus
25.0,19.3,140.0,3.0,0.051,81.0,445.0,15.0,30.0,24.0,8.0,Aspergillus,Actinomycetes,Calcateuticals anitratus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Campylobacter,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Bacillus,Candida
25.0,24.0,100.0,3.0,0.051,100.0,445.0,15.0,30.0,24.0,9.0,Aspergillus,Actinomycetes,Calcateuticals anitratus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Campylobacter,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Bacillus,Saccharomyces
25.0,19.3,140.0,3.0,0.051,81.0,450.0,15.0,30.0,24.0,9.0,Aspergillus,Actinomycetes,Calcateuticals anitratus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Campylobacter,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Bacillus,Candida
25.0,24.0,100.0,3.0,0.051,100.0,450.0,15.0,30.0,24.0,10.0,Aspergillus,Actinomycetes,Calcateuticals anitratus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Campylobacter,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Bacillus,Saccharomyces
25.0,19.3,140.0,3.0,0.051,81.0,450.0,15.0,30.0,24.0,12.0,Aspergillus,Actinomycetes,Calcateuticals anitratus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Campylobacter,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Bacillus,Candida
25.0,24.0,100.0,3.0,0.051,100.0,450.0,15.0,30.0,24.0,8.0,Aspergillus,Actinomycetes,Calcateuticals anitratus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Campylobacter,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Bacillus,Saccharomyces
25.0,68.4,200.0,3.0,0.051,64.0,420.0,15.0,30.0,24.0,12.0,Aspergillus,Actinomycetes,Calcateuticals anitratus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Campylobacter,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Bacillus,Candida
25.0,1.182,200.0,3.0,0.051,24.0,420.0,15.0,30.0,24.0,19.0,Aspergillus,Actinomycetes,Calcateuticals anitratus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Campylobacter,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Bacillus,Saccharomyces
25.0,68.4,121.2,3.0,0.51,64.0,420.0,15.0,30.0,24.0,8.0,Aspergillus,Actinomycetes,Calcateuticals anitratus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Campylobacter,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Bacillus,Candida
25.0,68.4,160.6,3.0,0.51,24.0,420.0,15.0,30.0,24.0,8.0,Aspergillus,Actinomycetes,Calcateuticals anitratus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Campylobacter,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Bacillus,Saccharomyces
25.0,68.4,121.2,3.0,0.51,64.0,420.0,15.0,30.0,24.0,8.0,Aspergillus,Actinomycetes,Calcateuticals anitratus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Campylobacter,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Bacillus,Candida
25.0,1.482,180.0,3.0,0.51,24.0,420.0,15.0,30.0,24.0,14.0,Aspergillus,Actinomycetes,Calcateuticals anitratus,Aeromonas,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Campylobacter,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Bacillus,Saccharomyces
25.0,4.6,15.0,25.0,42.4,5.0,434.0,36.0,1.802,24.0,13.0,Aspergillus,Actinomycetes,Aspergillus,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Acinetobacter,Acinetobacter,Bacillus
25.0,4.6,15.0,25.0,42.4,5.0,434.0,36.0,1.802,24.0,12.0,Aspergillus,Actinomycetes,Aspergillus,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Acinetobacter,Acinetobacter,Lactobacillus
25.0,4.8,15.0,25.0,26.2,5.0,434.0,36.0,1.802,24.0,14.0,Aspergillus,Actinomycetes,Aspergillus,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Acinetobacter,Acinetobacter,Staphylococcus
25.0,4.8,15.0,25.0,26.2,5.0,434.0,36.0,1.802,24.0,15.0,Aspergillus,Actinomycetes,Aspergillus,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Acinetobacter,Acinetobacter,Pseudomonas
25.0,4.0,15.0,25.0,91.0,5.0,434.0,36.0,1.802,168.0,18.0,Aspergillus,Actinomycetes,Aspergillus,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Acinetobacter,Acinetobacter,Aspergillus
25.0,4.0,15.0,25.0,91.0,5.0,434.0,36.0,1.802,168.0,20.0,Aspergillus,Actinomycetes,Aspergillus,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Acinetobacter,Acinetobacter,Penicillium
25.0,4.0,200.0,1.0,91.0,5.0,420.0,32.5,0.1079,48.0,22.0,Aspergillus,Actinomycetes,Aspergillus,Acinetobacter,Calcateuticals anitratus,Agrobacterium tumefaciens,Bacillus,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Acinetobacter,Phoma
25.0,4.0,200.0,1.0,91.0,5.0,420.0,32.5,0.1079,48.0,14.0,Aspergillus,Actinomycetes,Aspergillus,Acinetobacter,Calcateuticals anitratus,Agrobacterium tumefaciens,Bacillus,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Acinetobacter,Phoma
25.0,4.0,130.0,1.0,91.0,5.0,420.0,32.5,0.1079,48.0,14.0,Aspergillus,Actinomycetes,Aspergillus,Acinetobacter,Calcateuticals anitratus,Agrobacterium tumefaciens,Bacillus,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Acinetobacter,Fusarium
25.0,4.0,200.0,1.0,91.0,2.8,420.0,32.5,0.1079,48.0,20.0,Aspergillus,Actinomycetes,Aspergillus,Acinetobacter,Calcateuticals anitratus,Agrobacterium tumefaciens,Bacillus,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Acinetobacter,Trichoderma
25.0,4.0,130.0,1.0,55.4,5.0,420.0,32.5,0.1079,48.0,26.0,Aspergillus,Actinomycetes,Aspergillus,Acinetobacter,Calcateuticals anitratus,Agrobacterium tumefaciens,Bacillus,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Acinetobacter,Candida
37.0,4.0,100.0,1.0,76.0,5.0,465.0,35.0,0.0974,24.0,8.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Actinomycetes,Campylobacter,Bacillus,Aeromonas,Bacillus
37.0,4.0,100.0,1.0,76.0,5.0,465.0,35.0,0.0974,24.0,8.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Actinomycetes,Campylobacter,Bacillus,Aeromonas,Bacillus
37.0,4.0,100.0,1.0,76.0,5.0,465.0,35.0,0.0974,24.0,8.5,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Actinomycetes,Campylobacter,Bacillus,Aeromonas,Bacillus
37.0,4.0,100.0,1.0,76.0,5.0,465.0,35.0,0.0974,24.0,11.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Actinomycetes,Campylobacter,Bacillus,Aeromonas,Bacillus
37.0,4.0,100.0,1.0,76.0,5.0,465.0,35.0,0.0974,24.0,13.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Actinomycetes,Campylobacter,Bacillus,Aeromonas,Bacillus
37.0,4.0,100.0,1.0,100.0,5.0,465.0,35.0,0.0974,24.0,5.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Actinomycetes,Campylobacter,Bacillus,Aeromonas,Klebsiella
37.0,4.0,100.0,1.0,100.0,5.0,465.0,35.0,0.0974,24.0,6.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Actinomycetes,Campylobacter,Bacillus,Aeromonas,Klebsiella
37.0,4.0,100.0,1.0,100.0,5.0,465.0,35.0,0.0974,24.0,8.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Actinomycetes,Campylobacter,Bacillus,Aeromonas,Klebsiella
37.0,4.0,100.0,1.0,100.0,5.0,465.0,35.0,0.0974,24.0,9.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Actinomycetes,Campylobacter,Bacillus,Aeromonas,Klebsiella
37.0,4.0,100.0,1.0,100.0,5.0,465.0,35.0,0.0974,24.0,11.0,Aspergillus,Actinomycetes,Actinomycetes,Acinetobacter,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Actinomycetes,Campylobacter,Bacillus,Aeromonas,Klebsiella
35.0,0.25,30.0,10.0,100.0,5.0,435.0,29.0,0.9,48.0,14.0,Aspergillus,Actinomycetes,Actinomycetes,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Bacillus,Candida
35.0,0.25,30.0,10.0,100.0,5.0,435.0,29.0,0.9,48.0,18.0,Aspergillus,Actinomycetes,Actinomycetes,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Bacillus,Candida
35.0,0.25,30.0,10.0,100.0,5.0,435.0,29.0,0.9,48.0,22.0,Aspergillus,Actinomycetes,Actinomycetes,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Bacillus,Candida
35.0,0.25,30.0,10.0,100.0,5.0,435.0,29.0,0.9,48.0,21.0,Aspergillus,Actinomycetes,Actinomycetes,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Bacillus,Candida
35.0,0.25,30.0,10.0,100.0,5.0,435.0,29.0,0.9,48.0,15.0,Aspergillus,Actinomycetes,Actinomycetes,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Bacillus,Candida
35.0,0.25,30.0,20.0,100.0,5.0,435.0,29.0,1.8,48.0,16.0,Aspergillus,Actinomycetes,Actinomycetes,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Bacillus,Candida
35.0,0.25,30.0,20.0,100.0,5.0,435.0,29.0,1.8,48.0,21.0,Aspergillus,Actinomycetes,Actinomycetes,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Bacillus,Candida
35.0,0.25,30.0,20.0,100.0,5.0,435.0,29.0,1.8,48.0,27.0,Aspergillus,Actinomycetes,Actinomycetes,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Bacillus,Candida
35.0,0.25,30.0,20.0,100.0,5.0,435.0,29.0,1.8,48.0,25.0,Aspergillus,Actinomycetes,Actinomycetes,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Bacillus,Candida
35.0,0.25,30.0,20.0,100.0,5.0,435.0,29.0,1.8,48.0,17.0,Aspergillus,Actinomycetes,Actinomycetes,Agrobacterium tumefaciens,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Agrobacterium tumefaciens,Aspergillus,Campylobacter,Bacillus,Bacillus,Candida
80.0,3.0,92.0,2.0,40.0,10.0,425.0,20.35,0.216,24.0,15.0,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Staphylococcus
80.0,3.0,92.0,2.0,40.0,10.0,425.0,20.35,0.216,24.0,20.0,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Bacillus
80.0,3.0,56.0,2.0,40.0,10.0,425.0,20.35,0.216,24.0,16.0,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Escherichia coli
80.0,3.0,20.0,2.0,40.0,10.0,425.0,20.35,0.216,24.0,19.0,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Pseudomonas
80.0,3.0,128.0,2.0,40.0,10.0,425.0,20.35,0.216,36.0,13.0,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Calcateuticals anitratus,Campylobacter,Calcateuticals anitratus,Aspergillus,Candida
80.0,14.463999999999999,100.0,1.0,100.0,20.0,438.0,13.0,0.0125,12.0,7.0,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Setosphaeria turcica
80.0,28.848000000000003,100.0,1.0,100.0,20.0,438.0,13.0,0.025,12.0,9.0,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Setosphaeria turcica
80.0,57.616,100.0,1.0,100.0,20.0,438.0,13.0,0.05,12.0,12.0,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Setosphaeria turcica
80.0,57.616,100.0,1.0,100.0,20.0,438.0,13.0,0.1,12.0,14.0,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Setosphaeria turcica
80.0,72.0,100.0,1.0,100.0,20.0,438.0,13.0,0.2,12.0,17.0,Aspergillus,Actinomycetes,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Calcateuticals anitratus,Calcateuticals anitratus,Setosphaeria turcica
25.0,24.0,4.0,2500.0,11.6,2.0,428.0,60.0,5.4,24.0,16.0,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Aspergillus,Staphylococcus
25.0,24.0,4.0,2500.0,11.6,2.0,428.0,60.0,5.4,24.0,15.0,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Aspergillus,Escherichia coli
25.0,24.0,4.0,2500.0,11.6,2.0,428.0,60.0,5.4,24.0,20.0,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Aspergillus,Bacillus
25.0,24.0,4.0,2500.0,11.6,2.0,428.0,60.0,5.4,24.0,15.0,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Aspergillus,Staphylococcus
25.0,24.0,4.0,2500.0,11.6,2.0,428.0,60.0,5.4,24.0,18.5,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Aspergillus,Pseudomonas
25.0,24.0,4.0,2500.0,11.6,2.0,428.0,60.0,5.4,24.0,17.0,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Aspergillus,Actinomycetes
25.0,24.0,4.0,2500.0,11.6,2.0,428.0,60.0,5.4,24.0,15.0,Bacillus,Actinomycetes,Aspergillus,Aspergillus,Bacillus,Agrobacterium tumefaciens,Aspergillus,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Aspergillus,Aspergillus
60.0,0.17,110.0,1.0,40.0,10.0,440.0,45.0,0.00982,24.0,10.0,Aspergillus,Acinetobacter,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Aeromonas,Staphylococcus
60.0,0.17,110.0,1.0,40.0,10.0,440.0,45.0,0.00982,24.0,8.0,Aspergillus,Acinetobacter,Actinomycetes,Aspergillus,Candida,Agrobacterium tumefaciens,Campylobacter,Aeromonas,Actinomycetes,Aspergillus,Campylobacter,Bacillus,Aeromonas,Bacillus
