Process,Steps,External_energy,Temp_Celcius,Stirring,Synthesis_Duration_h,Scale_synthesis_ml,Precurcor_conc_mM,NEW_Capping agent,NEW_capping agent_Class,NEW_reducing agent,NEW_reducing agent_class,Capping agent concentration_mg/mL,Reducing agent quantity mL,Order of reagent_CODE,treatment,UVVIs PEAKS nm,shape,core size (nm),Method of determination_size,exposure dose concentration mg/mL,Exposure duration  (h),bacterial  Culture medium,bacterial  Species,Bacteria reduction mm
phytosynthesis,single,No,25,Stirring,3,?,1,plant,organic,plant,organic,100,?,AB,no,450,?,48,SEM,10,24,MuellerHinton,Salmonella,20.1
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.36,?,MuellerHinton,Acinetobacter,18.9
phytosynthesis,single,Heating,80,Stirring,2,20,1.5,plant,organic,plant,organic,?,10,BA,no,420,spherical,10,TEM,0.08,24,MuellerHinton,Staphylococcus,18.2
phytosynthesis,single,Heating,80,Stirring,2,20,1.5,plant,organic,plant,organic,?,10,BA,no,420,spherical,10,TEM,0.04,24,MuellerHinton,Staphylococcus,18.2
phytosynthesis,single,Heating,80,Stirring,2,20,1.5,plant,organic,plant,organic,?,10,BA,no,420,spherical,10,TEM,0.02,24,MuellerHinton,Staphylococcus,18.2
phytosynthesis,single,Heating,80,Stirring,2,20,1.5,plant,organic,plant,organic,?,10,BA,no,420,spherical,10,TEM,0.005,24,MuellerHinton,Staphylococcus,18.2
phytosynthesis,single,No,25,Stirring,3,?,1,plant,organic,plant,organic,100,?,AB,no,450,?,48,SEM,10,24,MuellerHinton,Streptococcus,19.2
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.36,?,MuellerHinton,Pseudomonas,21.1
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.18,?,MuellerHinton,Acinetobacter,17.5
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.36,?,MuellerHinton,Pseudomonas,17.8
biosynthesis,single,Autoclave,121,No,0.25,100,1,Bacterial extract,organic,Bacterial extract,organic,?,10,BA,no,410,spherical,?,?,0.015,24,Agar,Staphylococcus,19
biosynthesis,single,Autoclave,121,No,0.25,100,1,Bacterial extract,organic,Bacterial extract,organic,?,10,BA,no,410,spherical,?,?,0.03,24,Agar,Staphylococcus,20.75
biosynthesis,single,Autoclave,121,No,0.25,100,1,Bacterial extract,organic,Bacterial extract,organic,?,10,BA,no,410,spherical,?,?,0.03,24,Agar,Escherichia coli,28.25
micosynthesis,single,No,25,No,24,100,1,fungal extract,organic,fungal extract,organic,?,100,BA,no,440,?,?,?,?,24,Agar,Escherichia coli,14.54
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.36,?,MuellerHinton,Acinetobacter,18.5
biosynthesis,single,Autoclave,121,No,0.25,100,1,Bacterial extract,organic,Bacterial extract,organic,?,10,BA,no,410,spherical,?,?,0.045,24,Agar,Staphylococcus,26.34
biosynthesis,single,Autoclave,121,No,0.25,100,1,Bacterial extract,organic,Bacterial extract,organic,?,10,BA,no,410,spherical,?,?,0.015,24,Agar,Escherichia coli,18.34
biosynthesis,single,Autoclave,121,No,0.25,100,1,Bacterial extract,organic,Bacterial extract,organic,?,10,BA,no,410,spherical,?,?,0.03,24,Agar,Klebsiella,19.29
biosynthesis,single,Autoclave,121,No,0.25,100,1,Bacterial extract,organic,Bacterial extract,organic,?,10,BA,no,410,spherical,?,?,0.015,24,Agar,Klebsiella,17.85
biosynthesis,single,Autoclave,121,No,0.25,100,1,Bacterial extract,organic,Bacterial extract,organic,?,10,BA,no,410,spherical,?,?,0.045,24,Agar,Klebsiella,31.1
phytosynthesis,single,Heating,30,Yes,0.16,41,1,plant,organic,plant,organic,10,1,AB,no,428.5,spherical,18,TEM,0.106,24,MuellerHinton,Escherichia coli,15
phytosynthesis,single,Heating,30,Yes,0.16,41,1,plant,organic,plant,organic,10,1,AB,no,428.5,spherical,18,TEM,0.106,24,MuellerHinton,Klebsiella,15
biosynthesis,single,Autoclave,121,No,0.25,100,1,Bacterial extract,organic,Bacterial extract,organic,?,10,BA,no,410,spherical,?,?,0.045,24,Agar,Escherichia coli,30.25
biosynthesis,single,Autoclave,121,No,0.25,100,1,Bacterial extract,organic,Bacterial extract,organic,?,10,BA,no,410,spherical,?,?,0.03,24,Agar,Pseudomonas,12.25
biosynthesis,single,Autoclave,121,No,0.25,100,1,Bacterial extract,organic,Bacterial extract,organic,?,10,BA,no,410,spherical,?,?,0.015,24,Agar,Pseudomonas,11.65
biosynthesis,single,Autoclave,121,No,0.25,100,1,Bacterial extract,organic,Bacterial extract,organic,?,10,BA,no,410,spherical,?,?,0.045,24,Agar,Pseudomonas,13.65
phytosynthesis,single,Microwave,?,Shaker,24,?,1,plant,organic,plant,organic,50,?,AB,no,425,triangular,102,TEM,?,36,?,Escherichia coli,11.993
phytosynthesis,single,Microwave,?,Shaker,24,?,1,plant,organic,plant,organic,50,?,AB,no,425,triangular,102,TEM,?,36,?,Bacillus,13.992
phytosynthesis,single,Microwave,?,Shaker,24,?,1,plant,organic,plant,organic,50,?,AB,no,425,spherical,102,TEM,?,36,?,Bacillus,15.984
phytosynthesis,single,Microwave,?,Shaker,24,?,1,plant,organic,plant,organic,50,?,AB,no,475,cubic,102,TEM,?,36,?,Escherichia coli,13.983
phytosynthesis,single,Microwave,?,Shaker,24,?,1,plant,organic,plant,organic,50,?,AB,no,425,spherical,102,TEM,?,36,?,Escherichia coli,13.98
phytosynthesis,single,Microwave,?,Shaker,24,?,1,plant,organic,plant,organic,50,?,AB,no,475,cubic,102,TEM,?,36,?,Bacillus,13.979
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.062,24,MuellerHinton,Listeria monocytogenes,9.37
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,1,24,MuellerHinton,Salmonella,11.97
biosynthesis,single,No,25,No,48,?,1,Bacterial extract,organic,Bacterial extract,organic,250,?,BA,dried,?,?,?,?,0.5,24,LuriaBertani,Pseudomonas,14.91
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.031,24,MuellerHinton,Listeria monocytogenes,8
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.25,24,MuellerHinton,Salmonella,10
phytosynthesis,single,No,25,Stirring,3.5,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.25,24,MuellerHinton,Staphylococcus,10.3
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.5,24,MuellerHinton,Listeria monocytogenes,10.45
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.125,24,MuellerHinton,Listeria monocytogenes,9.51
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.125,24,MuellerHinton,Salmonella,9.51
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,1,24,MuellerHinton,Staphylococcus,10.95
phytosynthesis,single,No,25,Stirring,24,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.062,24,MuellerHinton,Staphylococcus,9.55
phytosynthesis,single,No,25,Stirring,24,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.031,24,MuellerHinton,Staphylococcus,9.01
biosynthesis,single,No,25,No,48,?,1,Bacterial extract,organic,Bacterial extract,organic,250,?,BA,dried,400,Square_spherical,18,TEM,0.5,24,LuriaBertani,Klebsiella,18.86
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.062,24,MuellerHinton,Escherichia coli,7.56
biosynthesis,single,No,25,No,48,?,1,Bacterial extract,organic,Bacterial extract,organic,250,?,BA,dried,?,?,?,?,0.5,24,LuriaBertani,Acinetobacter,13.85
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.25,24,MuellerHinton,Listeria monocytogenes,9.82
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.062,24,MuellerHinton,Salmonella,9.22
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.031,24,MuellerHinton,Salmonella,8.02
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.5,24,MuellerHinton,Staphylococcus,10.72
phytosynthesis,single,No,25,Stirring,3.5,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.125,24,MuellerHinton,Staphylococcus,10.02
biosynthesis,single,No,25,No,48,?,1,Bacterial extract,organic,Bacterial extract,organic,250,?,BA,dried,400,Square_spherical,18,TEM,0.5,24,LuriaBertani,Acinetobacter,17.82
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.09,?,MuellerHinton,Enterococcus,9.9
phytosynthesis,single,No,25,Stirring,3,?,1,plant,organic,plant,organic,100,?,AB,no,450,?,48,SEM,10,24,MuellerHinton,Staphylococcus,17.8
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.5,24,MuellerHinton,Escherichia coli,9.49
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,1,24,MuellerHinton,Listeria monocytogenes,11.96
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.5,24,MuellerHinton,Salmonella,10.36
biosynthesis,single,Heating,60,Shaker,4,11,5,plant,organic,plant,organic,10,1,AB,washed,430,spherical,56,SEM,0.5,24,Agar,Acinetobacter,20.43
biosynthesis,single,No,25,No,48,?,4,Bacterial extract,organic,Bacterial extract,organic,250,?,BA,dried,?,?,?,?,0.5,24,LuriaBertani,Klebsiella,14.77
biosynthesis,single,No,25,No,48,?,1,Bacterial extract,organic,Bacterial extract,organic,250,?,BA,dried,400,Square_spherical,18,TEM,0.5,24,LuriaBertani,Pseudomonas,18.75
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.125,24,MuellerHinton,Escherichia coli,8.73
biosynthesis,single,No,25,No,48,?,4,Bacterial extract,organic,Bacterial extract,organic,250,?,BA,dried,?,?,?,?,0.5,24,LuriaBertani,Pseudomonas,21.72
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,0.5,24,MuellerHinton,Staphylococcus,10.88
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,0.5,24,MuellerHinton,Bacillus,7.88
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,0.25,24,MuellerHinton,Pseudomonas,8.04
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,0.5,24,MuellerHinton,Escherichia coli,8.88
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,0.75,24,MuellerHinton,Escherichia coli,10.88
micosynthesis,single,No,25,No,24,100,1,fungal extract,organic,fungal extract,organic,?,100,BA,no,440,?,?,?,?,24,Agar,Salmonella,11.71
phytosynthesis,single,No,24,No,2.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,430,spherical,17.4,TEM,0.5,24,MuellerHinton,Staphylococcus,8.1
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.045,?,MuellerHinton,Enterococcus,9.6
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.0225,?,MuellerHinton,Enterococcus,6.7
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.18,?,MuellerHinton,Enterococcus,10.9
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.09,?,MuellerHinton,Pseudomonas,12.8
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.0225,?,MuellerHinton,Pseudomonas,8.4
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.0225,?,MuellerHinton,Acinetobacter,11.9
wet chemical,single,No,25,Stirring,24,?,1.1,chemical,organic,chemical,organic,?,?,BCA,filtered,405,spherical,14,TEM,0.11272,24,?,Pseudomonas,10.7
wet chemical,single,No,25,Stirring,24,?,6,chemical,organic,chemical,organic,0.08,?,BCA,filtered,418,spherical,24,TEM,0.62133,24,?,Staphylococcus,39.7
phytosynthesis,single,No,25,Stirring,12,10,1.5,plant,organic,plant,organic,100,1,AB,no,420,spherical,27.17,TEM,0.15,24,?,Escherichia coli,27.39
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.25,24,MuellerHinton,Escherichia coli,8.87
phytosynthesis,single,No,25,Stirring,12,10,1.5,plant,organic,plant,organic,100,1,AB,no,420,spherical,27.17,TEM,0.15,24,?,Staphylococcus,13.08
biosynthesis,single,No,25,No,48,?,1,Bacterial extract,organic,Bacterial extract,organic,250,?,BA,dried,?,?,?,?,0.5,24,LuriaBertani,Klebsiella,13.66
biosynthesis,single,Heating,60,Shaker,4,11,5,plant,organic,plant,organic,10,1,AB,washed,430,spherical,56,SEM,0.5,24,Agar,Streptococcus,14.78
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,0.031,24,MuellerHinton,Escherichia coli,8.15
phytosynthesis,single,No,25,Stirring,3,?,3,plant,organic,plant,organic,50,5,AB,centrifuged_washed_lyophilized,430,spherical,50,FETEM,1,24,MuellerHinton,Escherichia coli,9.84
phytosynthesis,single,No,25,Stirring,12,10,1.5,plant,organic,plant,organic,100,1,AB,no,420,spherical,27.17,TEM,0.15,24,?,Staphylococcus,17.15
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.045,?,MuellerHinton,Enterococcus,8.8
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.0225,?,MuellerHinton,Pseudomonas,12.4
wet chemical,single,No,25,Stirring,24,?,1.1,chemical,organic,chemical,organic,?,?,BCA,filtered,406,spherical,9,TEM,0.11628,24,?,Staphylococcus,11.6
phytosynthesis,single,No,25,Stirring,3,?,1,plant,organic,plant,organic,100,?,AB,no,450,?,48,SEM,10,24,MuellerHinton,Escherichia coli,15.6
phytosynthesis,single,Heating,80,Stirring,2,20,1.5,plant,organic,plant,organic,?,10,BA,no,420,spherical,10,TEM,0.08,24,MuellerHinton,Escherichia coli,6.58
phytosynthesis,single,Heating,80,Stirring,2,20,1.5,plant,organic,plant,organic,?,10,BA,no,420,spherical,10,TEM,0.04,24,MuellerHinton,Escherichia coli,6.58
phytosynthesis,single,Heating,80,Stirring,2,20,1.5,plant,organic,plant,organic,?,10,BA,no,420,spherical,10,TEM,0.02,24,MuellerHinton,Escherichia coli,6.58
phytosynthesis,single,Heating,80,Stirring,2,20,1.5,plant,organic,plant,organic,?,10,BA,no,420,spherical,10,TEM,0.005,24,MuellerHinton,Escherichia coli,6.58
phytosynthesis,single,No,25,Stirring,12,10,1.5,plant,organic,plant,organic,100,1,AB,no,420,spherical,27.17,TEM,0.15,24,?,Pseudomonas,16.67
phytosynthesis,single,No,25,Stirring,12,10,1.5,plant,organic,plant,organic,100,1,AB,no,420,spherical,27.17,TEM,0.15,24,?,Staphylococcus,21.98
biosynthesis,single,No,25,No,48,?,2,Bacterial extract,organic,Bacterial extract,organic,250,?,BA,dried,?,?,?,?,0.5,24,LuriaBertani,Klebsiella,16.54
phytosynthesis,single,No,24,No,2.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,430,spherical,17.4,TEM,1,24,MuellerHinton,Staphylococcus,11.6
phytosynthesis,single,No,24,No,2.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,430,spherical,17.4,TEM,1,24,MuellerHinton,Escherichia coli,12.6
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,0.25,24,MuellerHinton,Staphylococcus,10
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,0.75,24,MuellerHinton,Staphylococcus,12
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,0.25,24,MuellerHinton,Bacillus,6.5
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,0.5,24,MuellerHinton,Pseudomonas,9.5
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,0.75,24,MuellerHinton,Pseudomonas,11.5
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,0.25,24,MuellerHinton,Escherichia coli,7
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,0.25,24,MuellerHinton,Salmonella,6
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,0.5,24,MuellerHinton,Salmonella,7.5
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,0.75,24,MuellerHinton,Salmonella,9.5
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,1,24,MuellerHinton,Salmonella,11
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.09,?,MuellerHinton,Enterococcus,10
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.01125,?,MuellerHinton,Pseudomonas,10.2
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.01125,?,MuellerHinton,Pseudomonas,5.9
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.09,?,MuellerHinton,Acinetobacter,14.6
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.045,?,MuellerHinton,Acinetobacter,13.4
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.0225,?,MuellerHinton,Acinetobacter,9.9
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.045,?,MuellerHinton,Acinetobacter,12.9
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.01125,?,MuellerHinton,Acinetobacter,10
wet chemical,single,No,25,Stirring,24,?,1.1,chemical,organic,chemical,organic,?,?,BCA,filtered,406,spherical,9,TEM,0.11628,24,?,Pseudomonas,8.5
wet chemical,single,No,25,Stirring,24,?,1.1,chemical,organic,chemical,organic,?,?,BCA,filtered,405,spherical,14,TEM,0.11272,24,?,Escherichia coli,9.5
wet chemical,single,No,25,Stirring,24,?,6,chemical,organic,chemical,organic,0.08,?,BCA,filtered,418,spherical,24,TEM,0.62133,24,?,Staphylococcus,33.5
wet chemical,single,No,25,Stirring,24,?,6,chemical,organic,chemical,organic,0.08,?,BCA,filtered,412,spherical,30,TEM,0.59544,24,?,Escherichia coli,25.5
wet chemical,single,No,25,Stirring,24,?,6,chemical,organic,chemical,organic,0.08,?,BCA,filtered,412,spherical,30,TEM,0.59544,24,?,Staphylococcus,28.5
phytosynthesis,single,No,25,Stirring,12,10,1.5,plant,organic,plant,organic,100,1,AB,no,420,spherical,27.17,TEM,0.15,24,?,Escherichia coli,8.61
phytosynthesis,single,No,25,Stirring,12,10,1.5,plant,organic,plant,organic,100,1,AB,no,420,spherical,27.17,TEM,0.15,24,?,Escherichia coli,21.59
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,1,24,MuellerHinton,Staphylococcus,14.59
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,0.75,24,MuellerHinton,Bacillus,10.09
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,1,24,MuellerHinton,Escherichia coli,12.09
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.045,?,MuellerHinton,Pseudomonas,11.1
wet chemical,single,No,25,Stirring,24,?,1.1,chemical,organic,chemical,organic,?,?,BCA,filtered,406,spherical,9,TEM,0.11628,24,?,Staphylococcus,10.4
wet chemical,single,No,25,Stirring,24,?,1.1,chemical,organic,chemical,organic,?,?,BCA,filtered,405,spherical,14,TEM,0.11272,24,?,Staphylococcus,10.4
wet chemical,single,No,25,Stirring,24,?,6,chemical,organic,chemical,organic,0.08,?,BCA,filtered,412,spherical,30,TEM,0.59544,24,?,Pseudomonas,18.4
biosynthesis,single,No,25,No,48,?,2,Bacterial extract,organic,Bacterial extract,organic,250,?,BA,dried,?,?,?,?,0.5,24,LuriaBertani,Acinetobacter,15.37
phytosynthesis,single,No,25,Stirring,12,10,1.5,plant,organic,plant,organic,100,1,AB,no,420,spherical,27.17,TEM,0.15,24,?,Pseudomonas,20.54
phytosynthesis,single,No,25,Stirring,12,10,1.5,plant,organic,plant,organic,100,1,AB,no,420,spherical,27.17,TEM,0.15,24,?,Pseudomonas,28.51
micosynthesis,single,No,25,No,24,100,1,fungal extract,organic,fungal extract,organic,?,100,BA,no,440,?,?,?,?,24,Agar,Staphylococcus,15.31
phytosynthesis,single,No,24,No,2.5,?,1,plant,organic,plant,organic,100,?,BA,washing_dried,430,spherical,17.4,TEM,0.5,24,MuellerHinton,Escherichia coli,5.4
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.18,?,MuellerHinton,Pseudomonas,17.7
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.045,?,MuellerHinton,Pseudomonas,14.5
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.01125,?,MuellerHinton,Acinetobacter,7.9
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.18,?,MuellerHinton,Acinetobacter,16.2
wet chemical,single,No,25,Stirring,24,?,6,chemical,organic,chemical,organic,0.08,?,BCA,filtered,418,spherical,24,TEM,0.62133,24,?,Escherichia coli,31.3
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,1,24,MuellerHinton,Bacillus,11.91
phytosynthesis,single,Heating,60,Magnetic,48,200,10,algae extract,organic,algae extract,organic,100,20,AB,washing_dried,445,spherical;oval,40.45,SEM,1,24,MuellerHinton,Pseudomonas,12.57
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.36,?,MuellerHinton,Enterococcus,11.5
phytosynthesis,single,No,25,No,4,?,7,plant,organic,plant,organic,91,?,BA,no,430,spherical,25,SEM,0.09,?,MuellerHinton,Pseudomonas,16.7
